Franklin-Paxinos Full name,Franklin-Paxinos abbreviation,Structural ID,structure Order,red,green,blue,Parent ID,Parent abbreviation,Allen Full name,Allen abbreviation,,,
"Lateral parabrachial nucleus, superior part",LPBS,883,86000,255,169,96,881,LPB,"Parabrachial nucleus, lateral division, superior lateral part",PBls,,,
"Lateral parabrachial nucleus, central part",LPBV,891,86100,255,169,96,881,LPB,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,,,
"Lateral parabrachial nucleus, internal part",LPBI,2213,86110,255,169,96,881,LPB,,,,,
Medial parabrachial nucleus,MPB,890,86200,255,168,96,867,PB,"Parabrachial nucleus, medial division",PBm,,,
"Medial parabrachial nucleus, external part",MPBE,899,86300,255,168,96,890,MPB,"Parabrachial nucleus, medial division, external medial part",PBme,,,
,,,,,,,,,"Parabrachial nucleus, medial division, medial medial part",PBmm,,,
,,,,,,,,,"Parabrachial nucleus, medial division, ventral medial part",PBmv,,,
Superior olivary complex,SOC,398,86600,255,170,94,1132,P-sen,Superior olivary complex,SOC,,,
"Superior olivary complex, periolivary nucleus",POR,122,86700,255,170,94,398,SOC,"Superior olivary complex, periolivary region",POR,,,
Lateroventral periolivary nucleus,LVPO,2207,86710,255,170,94,122,POR,,,,,
Medioventral periolivary nucleus,MVPO,2208,86720,255,170,94,122,POR,,,,,
Dorsal periolivary region,DPO,2209,86730,255,170,94,122,POR,,,,,
Caudal periolivary nucleus,CPO,2227,86740,255,170,94,122,POR,,,,,
Superior paraolivary nucleus,SPO,2456,86750,255,170,94,398,SOC,,,,,
Medial superior olive,MSO,105,86800,255,170,94,398,SOC,"Superior olivary complex, medial part",SOCm,,,
Lateral superior olive,LSO,114,86900,255,170,94,398,SOC,"Superior olivary complex, lateral part",SOCl,,,
Nucleus of the central acoustic tract,CAT,2187,86910,255,170,94,398,SOC,,,,,
"Pons, motor related",P-mot,987,87000,255,174,92,771,P,"Pons, motor related",P-mot,,,
A7 noradrenaline cells,A7,2191,87010,255,79,87,987,P-mot,,,,,
Barrington nucleus,Bar,280,87100,255,174,80,987,P-mot,Barrington's nucleus,B,,,
"Barrington nucleus, dorsal part",Bard,2459,87110,255,174,80,280,Bar,"Barrington's nucleus, dorsal part",Bd,,,
"Barrington nucleus, ventral part",Barv,2460,87120,255,174,80,280,Bar,"Barrington's nucleus, ventral part",Bv,,,
Dorsal tegmental nucleus,DTg,880,87200,255,174,87,987,P-mot,Dorsal tegmental nucleus,DTN,,,
"Dorsal tegmental nucleus, central part",DTgC,2210,87210,255,174,87,880,DTg,,,,,
"Dorsal tegmental nucleus, pericentral part",DTgP,2201,87220,255,174,87,880,DTg,,,,,
Posterodorsal tegmental nucleus,PDTg,2230,87230,255,174,87,880,DTg,,,,,
,,,,,,,,,Lateral tegmental nucleus,LTN,,,
Central gray,CG,898,87400,255,174,120,987,P-mot,Pontine central gray,PCG,,,
"Central gray, alpha part",CGA,2215,87410,255,174,120,898,CG,,,,,
"Central gray, beta part",CGB,2216,87420,255,174,120,898,CG,,,,,
"Central gray, gamma part",CGG,2231,87430,255,174,120,898,CG,,,,,
"Central gray, nucleus O",CGO,2221,87440,255,174,120,898,CG,,,,,
Pontine nuclei,Pn,931,87500,255,174,92,987,P-mot,Pontine gray,PG,,,
"Pontine reticular nucleus, caudal part",PnC,2206,87600,255,174,85,987,P-mot,"pontine reticular nucleus, caudal part",PRNc,,,
Dorsomedial tegmental area,DMTg,2197,87610,255,174,85,1117,P-sat,,,,,
,,,,,,,,,"Pontine reticular nucleus, ventral part",PRNv,,,
Sphenoid nucleus,Sph,2220,87710,255,174,92,987,P-mot,,,,,
Supragenual nucleus,SGe,318,87800,255,174,84,987,P-mot,Supragenual nucleus,SG,,,
Superior salivatory nucleus,SuS,462,87900,255,174,83,987,P-mot,Superior salivatory nucleus,SSN,,,
Supratrigeminal nucleus,Su5,534,88000,255,174,82,987,P-mot,Supratrigeminal nucleus,SUT,,,
Reticulotegmental nucleus of the pons,RtTg,574,88100,255,174,81,987,P-mot,Tegmental reticular nucleus,TRN,,,
"Reticulotegmental nucleus of the pons, pericentral part",RtTgP,2165,88110,255,174,81,574,RtTg,,,,,
B9 serotonin cells,B9,2166,88120,255,174,81,771,P,,,,,
Motor trigeminal nucleus,5N,621,88200,255,174,104,987,P-mot,Motor nucleus of trigeminal,V,,,
"Motor trigeminal nucleus, anterior digastric part",5ADi,2204,88210,255,174,104,621,5N,,,,,
"Motor trigeminal nucleus, temporalis part",5Te,2453,88210,255,174,104,621,5N,"Motor trigeminal nucleus, temporalis part",Vte,,,
Interfascicular trigeminar nucleus,IF5/5TT,2194,88220,255,174,104,621,5N,,,,,
"Motor trigeminal nucleus, masseter part",5Ma,2454,88220,255,174,104,621,5N,"Motor trigeminal nucleus, masseter part",Vma,,,
Peritrigeminal zone,P5,2193,88230,255,174,104,987,P-mot,"Motor trigeminal nucleus, medial pterygoid part",Vmpt,,,
"Motor trigeminal nucleus, medial pterygoid part",5MPt,2455,88230,255,174,104,621,5N,,,,,
"Pons, behavioral state related",P-sat,1117,88300,255,172,120,771,P,"Pons, behavioral state related",P-sat,,,
Nucleus raphÈ,NR,679,88400,255,172,119,1117,P-sat,Superior central nucleus raphÈ,CS,,,
Paramedian raphÈ nucleus,PMnR,137,88500,255,172,119,679,NR,"Superior central nucleus raphÈ, lateral part",CSl,,,
Median raphÈ nucleus,MnR,130,88600,255,172,119,679,NR,"Superior central nucleus raphÈ, medial part",CSm,,,
Locus coeruleus,LC,147,88700,255,172,118,1117,P-sat,Locus ceruleus,LC,,,
Laterodorsal tegmental nucleus,LDT,2284,88800,255,172,117,1117,P-sat,,,,,
"Laterodorsal tegmental nucleus, dorsal part",LDTg,162,88810,255,172,117,2284,LDT,"Laterodorsal tegmental nucleus, dorsal part",LDTd,,,
"Laterodorsal tegmental nucleus, dorsal part, lateral division",LDTg-dl,2366,88820,255,172,117,162,LDTg,"Laterodorsal tegmental nucleus, dorsal part, lateral division",LDTdl,,,
"Laterodorsal tegmental nucleus, dorsal part, medial division",LDTg-dm,2367,88830,255,172,117,162,LDTg,"Laterodorsal tegmental nucleus, dorsal part, medial division",LDTdm,,,
"Laterodorsal tegmental nucleus, ventral part",LDTgV,2195,88840,255,172,117,2284,LDT,,,,,
,,,,,,,,,Nucleus incertus,NI,,,
"Pontine reticular nucleus, oral part",PnO,2205,89010,255,172,120,987,P-mot,,,,,
"Pontine reticular nucleus, ventral part",PnV,2217,89020,255,172,120,987,P-mot,,,,,
Epirubrospinal nucleus,ERS,2182,89030,255,172,120,987,P-mot,,,,,
Medial paralemniscial nucleus,MPL,2185,89040,255,172,120,1117,P-sat,,,,,
"Perilemniscal nucleus, ventral part",PLV,2186,89050,255,172,120,1117,P-sat,,,,,
Pontine raphÈ nucleus,PnR,238,89100,255,172,115,1117,P-sat,Nucleus raphÈ pontis,RPO,,,
,,,,,,,,,Subceruleus nucleus,SLC,,,
,,,,,,,,,Sublaterodorsal nucleus,SLD,,,
Medulla,MY,354,89400,255,160,176,1065,HB,Medulla,MY,,,
"Medulla, sensory related",MY-sen,386,89500,255,176,176,354,MY,"Medulla, sensory related",MY-sen,,,
Area postrema,AP,207,89600,255,176,178,386,MY-sen,Area postrema,AP,,,
Area subpostrema,SubP,2274,89610,255,176,178,386,MY-sen,,,,,
Cochlear nuclei,CN,607,89700,255,176,177,386,MY-sen,Cochlear nuclei,CN,,,
Granule cell layer of the cochlear nuclei,GrC (VCCap in 81),112,89800,255,176,177,607,CN,Granular lamina of the cochlear nuclei,CNlam,,,
"Ventral cochlear nucleus, granule cell layer",VCAGr,560,89900,255,176,177,607,CN,"Cochlear nucleus, subpedunclular granular region",CNspg,,,
Dorsal cochlear nucleus,DC,96,90000,255,155,205,607,CN,Dorsal cochlear nucleus,DCO,,,
"Dorsal cochlear nucleus, molecular layer",DCMo,2234,90010,255,155,205,96,DC,,,,,
"Dorsal cochlear nucleus, fusiform layer",DCFu,2235,90020,255,155,205,96,DC,,,,,
"Dorsal cochlear nucleus, deep layer",DCDp,2236,90030,255,155,205,96,DC,,,,,
Ventral cochlear nucleus,VC,101,90100,255,155,205,607,CN,Ventral cochlear nucleus,VCO,,,
"Ventral cochlear nucleus, anterior part",VCA,2238,90110,255,155,205,101,VC,,,,,
"Ventral cochlear nucleus, posterior part",VCP,2237,90120,255,155,205,101,VC,,,,,
"Ventral cochlear nucleus, posterior part, octopus cell area",VCPO,2243,90130,255,155,205,101,VC,,,,,
Dorsal column nuclei,DCN,720,90200,255,177,176,386,MY-sen,Dorsal column nuclei,DCN,,,
Cuneate nucleus,Cu,711,90300,255,177,177,720,DCN,Cuneate nucleus,CU,,,
"Cuneate nucleus, dorsal part",CuD,2285,90310,255,177,177,711,Cu,,,,,
"Cuneate nucleus, rotundus part",CuR,2278,90320,255,177,177,711,Cu,,,,,
Gracile nucleus,Gr,1039,90400,255,177,178,720,DCN,Gracile nucleus,GR,,,
External cuneate nucleus,ECu,903,90500,255,176,179,386,MY-sen,External cuneate nucleus,ECU,,,
Nucleus of the trapezoid body,Tz,642,90600,255,176,181,386,MY-sen,Nucleus of the trapezoid body,NTB,,,
Trigeminal-solitary transition zone,5Sol,2249,90610,255,176,181,386,MY-sen,,,,,
Solitary nucleus,Sol,651,90700,255,178,176,386,MY-sen,Nucleus of the solitary tract,NTS,,,
"Solitary nucleus, central part",SolCe,659,90800,255,178,177,651,Sol,"Nucleus of the solitary tract, central part",NTSce,,,
"Solitary nucleus, commissural part",SolC,666,90900,255,178,178,651,Sol,"Nucleus of the solitary tract, commissural part",NTSco,,,
"Solitary nucleus, gelatinous part",SolG,674,91000,255,178,179,651,Sol,"Nucleus of the solitary tract, gelatinous part",NTSge,,,
"Solitary nucleus, intermediate part",SolIM,2250,91010,255,178,179,651,Sol,,,,,
"Solitary nucleus, lateral part",SolL,682,91100,255,178,180,651,Sol,"Nucleus of the solitary tract, lateral part",NTSl,,,
"Solitary nucleus, medial part",SolM,691,91200,255,178,181,651,Sol,"Nucleus of the solitary tract, medial part",NTSm,,,
"Solitary nucleus, ventral part",SolV,2263,91210,255,178,181,651,Sol,,,,,
"Solitary nucleus, ventrolateral part",SolVL,2273,91220,255,178,181,651,Sol,,,,,
"Solitary nucleus, dorsolateral part",SolDL,2271,91230,255,178,181,651,Sol,,,,,
"Solitary nucleus, dorsomedial part",SolDM,2264,91240,255,178,181,651,Sol,,,,,
"Solitary nucleus, interstitial part",SolI,2265,91250,255,178,181,651,Sol,,,,,
"Soltary nucleus, rostrolateral part",SolRL,2470,91260,255,178,181,651,Sol,,,,,
"Spinal trigeminal nucleus, caudal part",Sp5C,429,91300,255,176,183,386,MY-sen,"Spinal nucleus of the trigeminal, caudal part",SPVC,,,
"Spinal trigeminal nucleus, interpolar part",Sp5I,437,91400,255,176,184,386,MY-sen,"Spinal nucleus of the trigeminal, interpolar part",SPVI,,,
"Spinal trigeminal nucleus, oral part",Sp5O,445,91500,255,176,182,386,MY-sen,"Spinal nucleus of the trigeminal, oral part",SPVO,,,
,,,,,,,,,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,,,
,,,,,,,,,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,,,
,,,,,,,,,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,,,
Dorsomedial spinal trigeminal nucleus,DMSp5,45,91900,255,176,182,445,Sp5O,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,,,
,,,,,,,,,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,,,
Paratrigeminal nucleus,Pa5,2270,92010,255,176,182,386,MY-sen,,,,,
,,,,,,,,,Nucleus z,z,,,
"Medulla, motor related",MY-mot,370,92200,255,212,219,354,MY,"Medulla, motor related",MY-mot,,,
A5 noradrenaline cells,A5,2246,92201,255,79,87,354,MY,,,,,
Ad1 adrenaline cells,Ad1,2477,92202,255,79,87,370,MY-mot,,,,,
Ad2 adrenaline cells,Ad2,2478,92203,255,79,87,370,MY-mot,,,,,
Ad3 adrenaline cells,Ad3,2266,92204,255,79,87,370,MY-mot,,,,,
"Subcoeruleus nucleus, alpha part",SubCA,2198,92210,255,212,219,370,MY-mot,,,,,
"Subcoeruleus nucleus, dorsal part",SubCD,2199,92220,255,212,219,370,MY-mot,,,,,
"Subcoeruleus nucleus, ventral part",SubCV,2200,92230,255,212,219,370,MY-mot,,,,,
Abducens nucleus,6N,653,92300,255,212,225,370,MY-mot,Abducens nucleus,VI,,,
Paraabducens nucleus,Pa6,2229,92310,255,212,225,653,6N,,,,,
"Abducens nucleus, retractor bulbi part",6RB,2228,92400,255,212,226,370,MY-mot,,,,,
Facial nucleus,7N,661,92500,255,212,234,370,MY-mot,Facial motor nucleus,VII,,,
Perifacial zone,P7,2226,92510,255,212,234,661,7N,,,,,
"Facial nucleus, lateral subnucleus",7L,2462,92520,255,212,234,661,7N,,,,,
"Facial nucleus, dorsolateral subnucleus",7DL,2463,92530,255,212,234,661,7N,,,,,
"Facial nucleus, ventral intermediate subnucleus",7VI,2464,92540,255,212,234,661,7N,,,,,
"Facial nucleus, dorsal intermediate subnucleus",7DI,2465,92550,255,212,234,661,7N,,,,,
"Facial nucleus, dorsomedial subnucleus",7DM,2466,92560,255,212,234,661,7N,,,,,
"Facial nucleus, ventromedial subnucleus",7VM ,2467,92570,255,212,234,661,7N,,,,,
"Facial motor nucleus, stylohyoid part",7SH,576,92600,255,212,235,370,MY-mot,Accessory facial motor nucleus,ACVII,,,
Nucleus of the origin of efferents of the vestibular nerve,EVe,640,92700,255,212,230,370,MY-mot,Efferent vestibular nucleus,EV,,,
Ambiguus nucleus,Amb,2472,92800,255,212,216,370,MY-mot,Nucleus ambiguus,AMB,,,
"Ambiguus nucleus, compact part",AmbC,135,92810,255,212,216,2472,Amb,"Nucleus ambiguus, compact part",AMBc,,,
"Ambiguus nucleus, loose part",AmbL,2277,92820,255,212,216,2472,Amb,,,,,
Retroambiguus nucleus,RAmb,2471,92830,255,212,216,2472,Amb,,,,,
,,,,,,,,,"Nucleus ambiguus, dorsal division",AMBd,,,
,,,,,,,,,"Nucleus ambiguus, ventral division",AMBv,,,
Vagus nerve nucleus,10N,839,93100,255,212,184,370,MY-mot,Dorsal motor nucleus of the vagus nerve,DMX,,,
,,,,,,,,,Efferent cochlear group,ECO,,,
Gigantocellular reticular nucleus,Gi,1048,93300,255,212,187,370,MY-mot,Gigantocellular reticular nucleus,GRN,,,
"Gigantocellular reticular nucleus, alpha part",GiA,2223,93310,255,212,187,1048,Gi,,,,,
"Gigantocellular reticular nucleus, ventral part",GiV,2224,93320,255,212,187,1048,Gi,,,,,
,,,,,,,,,Infracerebellar nucleus,ICB,,,
Inferior olivary nucleus,IO,83,93500,255,212,189,370,MY-mot,Inferior olivary complex,IO,,,
"Inferior olive, subnucleus A of medial nucleus",IOA,2253,93510,255,212,189,83,IO,,,,,
"Inferior olive, subnucleus B of medial nucleus",IOB,2254,93520,255,212,189,83,IO,,,,,
"Inferior olive, subnucleus C of medial nucleus",IOC,2255,93530,255,212,189,83,IO,,,,,
"Inferior olive, dorsal nucleus",IOD,2256,93540,255,212,189,83,IO,,,,,
"Inferior olive, dorsomedial cell group",IODM,2257,93550,255,212,189,83,IO,,,,,
"Inferior olive, principal nucleus",IOPr,2258,93560,255,212,189,83,IO,,,,,
"Inferior olive, ventrolateral protrusion",IOVL,2259,93570,255,212,189,83,IO,,,,,
"Inferior olive, cap of Kooy of the medial nucleus",IOK,2260,93580,255,212,189,83,IO,,,,,
"Inferior olive, beta subnucleus of the medial nucleus",IOBe,2261,93590,255,212,189,83,IO,,,,,
"Inferior olive, medial nucleus",IOM,2262,93595,255,212,189,83,IO,,,,,
Intermediate reticular nucleus,IRt,136,93600,255,212,187,370,MY-mot,Intermediate reticular nucleus,IRN,,,
"Intermediate reticular nucleus, alpha part",IRtA,2225,93610,255,212,187,136,IRt,,,,,
Inferior salivatory nucleus,IS,106,93700,255,212,190,370,MY-mot,Inferior salivatory nucleus,ISN,,,
Linear nucleus of the hindbrain,Li,203,93800,255,212,191,370,MY-mot,Linear nucleus of the medulla,LIN,,,
Lateral reticular nucleus,LRt,235,93900,255,212,193,370,MY-mot,Lateral reticular nucleus,LRN,,,
,,,,,,,,,"Lateral reticular nucleus, magnocellular part",LRNm,,,
"Lateral reticular nucleus, parvicellular part",LRtPC,963,94100,255,212,193,235,LRt,"Lateral reticular nucleus, parvicellular part",LRNp,,,
,,,,,,,,,Magnocellular reticular nucleus,MARN,,,
Paramedian reticular nucleus,PMn,395,94300,255,212,195,370,MY-mot,Medullary reticular nucleus,MDRN,,,
"Medullary reticular nucleus, dorsal part",MdD,1098,94400,255,212,195,395,PMn,"Medullary reticular nucleus, dorsal part",MDRNd,,,
"Medullary reticular nucleus, ventral part",MdV,1107,94500,255,212,195,395,PMn,"Medullary reticular nucleus, ventral part",MDRNv,,,
Parvicellular reticular nucleus,PCRt,852,94600,255,212,196,370,MY-mot,Parvicellular reticular nucleus,PARN,,,
"Parvicellular reticular nucleus, alpha part",PCRtA,2214,94610,255,212,196,852,PCRt,,,,,
Trigeminal transition zone,5Tr,2211,94620,255,212,196,370,MY-mot,,,,,
Parasolitary nucleus,PSol,859,94700,255,212,197,370,MY-mot,Parasolitary nucleus,PAS,,,
Lateral paragigantocellular nucleus,LPGi,938,94800,255,212,198,370,MY-mot,Paragigantocellular reticular nucleus,PGRN,,,
"Lateral paragigantocellular nucleus, external part",LPGiE,2248,94810,255,212,198,938,LPGi,,,,,
Dorsal paragigantocellular nucleus,DPGi,970,94900,255,212,198,938,LPGi,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,,,
"Paragigantocellular reticular nucleus, lateral part",PGRNl,978,95000,255,212,198,938,LPGi,"Paragigantocellular reticular nucleus, lateral part",PGRNl,,,
Caudoventrolateral reticular nucleus,CVL,2252,95010,255,212,198,370,PGRNl,,,,,
Rostroventrolateral reticular nucleus,RVL,2469,95020,255,212,198,370,PGRNl,,,,,
Rostral ventral respiratory group,RVRG,2269,95030,255,212,198,370,PGRNl,,,,,
Botzinger complex,Bo,2468,95040,255,212,198,370,MY-mot,,,,,
Pre-Botzinger complex,PrBo,2251,95050,255,212,198,2468,Bo,,,,,
Perihypoglossal nuclei,PHY,154,95100,255,212,219,370,MY-mot,Perihypoglossal nuclei,PHY,,,
Intercalated nucleus,In,161,95200,255,212,219,154,PHY,Nucleus intercalatus,NIS,,,
Intermedius nucleus of the medulla,InM,2276,95210,255,212,219,161,In,,,,,
Nucleus of Roller,Ro,177,95300,255,212,221,154,PHY,Nucleus of Roller,NR,,,
Prepositus nucleus,Pr,169,95400,255,212,219,154,PHY,Nucleus prepositus,PRP,,,
,,,,,,,,,Paramedian reticular nucleus,PMR,,,
Parapyramidal nucleus,PPy,1069,95600,255,212,200,370,MY-mot,Parapyramidal nucleus,PPY,,,
,,,,,,,,,"Parapyramidal nucleus, deep part",PPYd,,,
,,,,,,,,,"Parapyramidal nucleus, superficial part",PPYs,,,
Vestibulocerebellar nucleus,VeCb,701,95900,255,212,201,370,MY-mot,Vestibular nuclei,VNC,,,
Lateral vestibular nucleus,LVe,209,96000,255,214,201,701,VeCb,Lateral vestibular nucleus,LAV,,,
Medial vestibular nucleus,MVe,202,96100,255,216,201,701,VeCb,Medial vestibular nucleus,MV,,,
"Medial vestibular nucleus, magnocellular part",MVeMC,2232,96110,255,216,201,202,MVe,,,,,
"Medial vestibular nucleus, parvicellular part",MVePC,2233,96120,255,216,201,202,MVe,,,,,
"Medial vestibular nucleus, parvicellular part, dorsal",MVePd,2368,96130,255,216,201,2233,MVePC,"Medial vestibular nucleus, parvicellular part, dorsal",MVpd,,,
"Medial vestibular nucleus, parvicellular part, ventral",MVePv,2369,96140,255,216,201,2233,MVePC,"Medial vestibular nucleus, parvicellular part, ventral",MVpv,,,
Spinal vestibular nucleus,SpVe,225,96200,255,212,201,701,VeCb,Spinal vestibular nucleus,SPIV,,,
Superior vestibular nucleus,SuVe,217,96210,255,212,201,701,VeCb,Superior vestibular nucleus,SUV,,,
F cell group of the vestibular complex,FVe,2268,96310,255,212,201,701,VeCb,,,,,
Paracochlear glial substance,PCGS,2218,96320,255,212,201,701,VeCb,,,,,
Nucleus X,X,765,96400,255,212,202,370,MY-mot,Nucleus x,x,,,
Matrix region of the medulla,Mx,2267,96410,255,212,202,370,MY-mot,,,,,
Hypoglossal nucleus,12N,773,96500,255,212,192,370,MY-mot,Hypoglossal nucleus,XII,,,
Central cervical nucleus of the spinal cord,CeCv,2272,96510,255,212,192,370,MY-mot,,,,,
Nucleus Y of the vestibular complex,Y,781,96600,255,212,203,370,MY-mot,Nucleus y,y,,,
,,,,,,,,,Interstitial nucleus of the vestibular nerve,INV,,,
"Medulla, behavioral state related",MY-sat,379,96800,255,176,192,354,MY,"Medulla, behavioral state related",MY-sat,,,
raphÈ magnus nucleus,RMg,206,96900,255,176,193,379,MY-sat,Nucleus raphÈ magnus,RM,,,
raphÈ interpositus nucleus,RIP,2212,96910,255,176,193,206,RMg,,,,,
raphÈ pallidus nucleus,RPa,230,97000,255,176,195,379,MY-sat,Nucleus raphÈ pallidus,RPA,,,
raphÈ obscurus nucleus,ROb,222,97100,255,176,194,379,MY-sat,Nucleus raphÈ obscurus,RO,,,
fiber tracts,fiber_tracts,1009,97200,204,204,204,997,root,fiber tracts,fiber_tracts,,,
basilar artery,bas,2155,97210,204,204,204,997,fiber_tracts,,,,,
cranial nerves,cm,967,97300,204,204,204,1009,fiber_tracts,cranial nerves,cm,,,
,,,,,,,,,terminal nerve,tn,,,
vomeronasal nerve,vn,949,97500,204,204,204,967,cm,vomeronasal nerve,von,,,
olfactory nerve,In,840,97600,204,204,204,967,cm,olfactory nerve,In,,,
olfactory nerve layer,ON,1016,97700,204,204,204,840,In,olfactory nerve layer of main olfactory bulb,onl,,,
"lateral olfactory tract, general",lotg,21,97800,204,204,204,840,In,"lateral olfactory tract, general",lotg,,,
lateral olfactory tract,lo,665,97900,204,204,204,21,lotg,dorsal lateral olfactory tract,dlo,,,
dorsal lateral olfactory tract,dlo,2279,97900,204,204,204,21,lotg,"lateral olfactory tract, body",lot,,,
,,,,,,,,,dorsal limb,lotd,,,
accessory olfactory tract,aot,459,98100,204,204,204,21,lotg,accessory olfactory tract,aolt,,,
"anterior commissure, anterior part",aca,900,98200,204,204,204,840,In,"anterior commissure, olfactory limb",aco,,,
"anterior commissure, intrabulbar part",aci,2317,98210,204,204,204,840,In,,,,,
optic nerve,2n,848,98300,204,204,204,967,cm,optic nerve,IIn,,,
,,,,,,,,,accessory optic tract,aot,,,
brachium of the superior colliculus,bsc,916,98500,204,204,204,848,2n,brachium of the superior colliculus,bsc,,,
commissure of the superior colliculus,csc,336,98600,204,204,204,848,2n,superior colliculus commissure,csc,,,
optic chiasm,och,117,98700,204,204,204,848,2n,optic chiasm,och,,,
optic tract,opt,125,98800,204,204,204,848,2n,optic tract,opt,,,
supraoptic decussation,sox,2040,98810,204,204,204,848,2n,,,,,
,,,,,,,,,tectothalamic pathway,ttp,,,
oculomotor nerve,3n,832,99000,204,204,204,967,cm,oculomotor nerve,IIIn,,,
medial longitudinal fasciculus,mlf,62,99100,204,204,204,832,3n,medial longitudinal fascicle,mlf,,,
posterior commissure,pc,158,99200,204,204,204,832,3n,posterior commissure,pc,,,
trochlear nerve,4n,911,99300,204,204,204,967,cm,trochlear nerve,IVn,,,
,,,,,,,,,trochlear nerve decussation,IVd,,,
,,,,,,,,,abducens nerve,VIn,,,
trigeminal nerve,5n,901,99600,204,204,204,967,cm,trigeminal nerve,Vn,,,
motor root of the trigeminal nerve,m5,93,99700,204,204,204,901,5n,motor root of the trigeminal nerve,moV,,,
sensory root of the trigeminal nerve,s5,229,99800,204,204,204,901,5n,sensory root of the trigeminal nerve,sV,,,
mesencephalic trigeminal tract,me5,705,99900,204,204,204,229,s5,midbrain tract of the trigeminal nerve,mtV,,,
spinal trigeminal tract,sp5,794,100000,204,204,204,229,s5,spinal tract of the trigeminal nerve,sptV,,,
facial nerve,7n,798,100100,204,204,204,967,cm,facial nerve,VIIn,,,
ascending fibers of the facial nerve,asc7,1131,100200,204,204,204,798,7n,intermediate nerve,iVIIn,,,
genu of the facial nerve,g7,1116,100300,204,204,204,798,7n,genu of the facial nerve,gVIIn,,,
vestibulocochlear nerve,8n,933,100400,204,204,204,967,cm,vestibulocochlear nerve,VIIIn,,,
interstitial nucleus of the vestibular part of the 8th nerve,I8,2461,100410,204,204,204,933,8n,,,,,
,,,,,,,,,efferent cochleovestibular bundle,cvb,,,
vestibular root of the vestibulocochlear nerve,8vn,413,100600,204,204,204,933,8n,vestibular nerve,vVIIIn,,,
cochlear nerve,8cn,948,100700,204,204,204,933,VIIIn,cochlear nerve,cVIIIn,,,
olivocochlear bundle,ocb,2222,100710,204,204,204,967,cm,,,,,
trapezoid body,tz,841,100800,204,204,204,948,8cn,trapezoid body,tb,,,
,,,,,,,,,intermediate acoustic stria,ias,,,
dorsal acoustic stria,das,506,101000,204,204,204,948,8cn,dorsal acoustic stria,das,,,
lateral lemniscus,ll,658,101100,204,204,204,948,8cn,lateral lemniscus,ll,,,
commissure of the inferior colliculus,cic,633,101200,204,204,204,948,8cn,inferior colliculus commissure,cic,,,
brachium of the inferior colliculus,bic,482,101300,204,204,204,948,8cn,brachium of the inferior colliculus,bic,,,
glossopharyngeal nerve,9n,808,101400,204,204,204,967,cm,glossopharyngeal nerve,IXn,,,
vagus nerve,10n,917,101500,204,204,204,967,cm,vagus nerve,Xn,,,
solitary tract,sol,237,101600,204,204,204,917,10n,solitary tract,ts,,,
,,,,,,,,,accessory spinal nerve,XIn,,,
hypoglossal nerve,12n,813,101800,204,204,204,967,cm,hypoglossal nerve,XIIn,,,
,,,,,,,,,ventral roots,vrt,,,
dorsal roots,drt,792,102000,204,204,204,967,cm,dorsal roots,drt,,,
cervicothalamic tract,cett,932,102100,204,204,204,792,drt,cervicothalamic tract,cett,,,
,,,,,,,,,dorsolateral fascicle,dl,,,
,,,,,,,,,dorsal commissure of the spinal cord,dcm,,,
,,,,,,,,,ventral commissure of the spinal cord,vc,,,
,,,,,,,,,fasciculus proprius,fpr,,,
dorsal column,dc,514,102600,204,204,204,932,cett,dorsal column,dc,,,
cuneate fascicle,cu,380,102700,204,204,204,514,dc,cuneate fascicle,cuf,,,
gracile fasciculus,gr,388,102800,204,204,204,514,dc,gracile fascicle,grf,,,
,,,,,,,,,internal arcuate fibers,iaf,,,
medial lemniscus,ml,697,103000,204,204,204,932,cett,medial lemniscus,ml,,,
spinothalamic tract,sst,871,103100,204,204,204,967,cm,spinothalamic tract,sst,,,
,,,,,,,,,lateral spinothalamic tract,sttl,,,
,,,,,,,,,ventral spinothalamic tract,sttv,,,
,,,,,,,,,spinocervical tract,scrt,,,
,,,,,,,,,spino-olivary pathway,sop,,,
,,,,,,,,,spinoreticular pathway,srp,,,
vestibulospinal tract,vesp,293,103700,204,204,204,871,sst,spinovestibular pathway,svp,,,
,,,,,,,,,spinotectal pathway,stp,,,
,,,,,,,,,spinohypothalamic pathway,shp,,,
hypothalamohypophysial tract,hht,627,103800,204,204,204,1009,fiber_tracts,spinotelenchephalic pathway,step,,,
,,,,,,,,,hypothalamohypophysial tract,hht,,,
cerebellum related fiber tracts,cbf,960,104200,204,204,204,1009,fiber_tracts,cerebellum related fiber tracts,cbf,,,
cerebellar commissure,cbc,744,104300,204,204,204,960,cbf,cerebellar commissure,cbc,,,
cerebellar peduncles,cbp,752,104400,204,204,204,960,cbf,cerebellar peduncles,cbp,,,
